,Unnamed: 0,title,section,subsection,p_number,shorturl,pubinfo,text
226,226,Abilities,2. Two fundamental distinctions,2.1 General and specific ability,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The idea that there is some sort of bipartite distinction to be made between abilities has been a prominent theme in contemporary work on ability. It has been endorsed and developed, in different contexts, by Glick (2012), Vihvelin (2013), and Whittle (2010). It is an open question whether the bipartite distinctions in ability introduced by these authors are the same as one another, or the same as the one introduced here. It could be that there are several bipartite distinctions to be made in this area, or that we simply have one distinction under several names."
227,227,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Much philosophical discussion of ability has taken place in the formal, as opposed to the material, mode. Thus we are often asked to distinguish senses of ‘ability’, or to think about what ‘can’ means. This subtle shift between discussing ability and discussing the ascription of ability is often harmless. Nonetheless, it is important to bear in mind the distinction between these questions, and to mark this distinction explicitly at the outset."
228,228,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," On the one hand, there are questions about ability itself. The central question here to give an account of what an ability is, in the sense foregrounded at the outset. Subsidiary questions here include, for example, whether abilities may exist when they are unexercised, whether abilities are intrinsic or extrinsic features of their bearers, and whether agents have abilities in deterministic worlds. These are, broadly speaking, questions about the metaphysics of ability."
229,229,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," On the other hand, there are questions about ability-ascriptions. Abilities are characteristically ascribed (in English) with sentences involving the modal auxiliaries ‘can’ and ‘is able to.’ Accordingly, the central question here is to give a semantics for sentences involving those expressions. Subsidiary tasks include resolving certain open problems in the semantics of these expressions, such as the ‘actuality entailment’ observed in (Bhatt 1999), and integrating a semantics for agentive modals with a semantics for modal expressions more generally. These are, broadly speaking, questions about the semantics of agentive modality."
230,230,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," On certain conceptions of the philosophical enterprise, the project of giving a theory of ability and that of giving a semantics for ability-ascriptions are closely connected, and even collapse into each other. Nonetheless, there is at least a methodological distinction to be marked here. Having marked that distinction, this discussion will primarily be concerned with the first of these projects, the project of giving a theory of ability. Nonetheless, the project of giving a semantics for ability-ascriptions will also frequently be relevant. As with the distinction between general and specific abilities, this is for two reasons, one of coverage and one more properly philosophical."
231,231,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The first reason, that of coverage, is the following. Many of the most prominent theories of ability defended in the philosophical literature have in fact been, in the first place, theories of ability-ascriptions. Indeed, the central thought in much work on ability in the analytic tradition has been a kind of semantic deflationism, on which we may give a semantics for ability-ascriptions that does not quantify over abilities themselves. This is arguably the main theme of the hypothetical theories to be considered in Section 3, and the modal theories to be considered in Section 4. Given this tendency in thinking about ability, an overview of philosophical work on ability that neglected the role of ability-ascriptions would be seriously incomplete."
232,232,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," There is also the second, more philosophical, reason. Any account of abilities owes us, among other things, an account of ability-ascriptions. This is perhaps true of philosophical topics generally, but it is true of ability in particular. Even philosophers who are explicit in their ‘refusal to take language as a starting point in the analysis of thought and modality’ (Lewis 1986, xi) are prone to make explicit appeal to language when the topic turns to ability, as occurs in (Lewis 1976) or (Taylor 1960). This is for any number of reasons, but perhaps especially because it is difficult to even identify the topic under consideration without using or mentioning certain phrases, notably ‘can’ and ‘is able to.’"
233,233,Abilities,2. Two fundamental distinctions,2.2 Abilities and ability-ascriptions,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Happily, the topic of ability-ascriptions is one on which linguists and philosophers have made significant progress. While there has long been considerable philosophical interest expressions such as ‘can’ and ‘is able to,’ there is nothing recognizable as a rigorous semantic theory of such terms prior to the foundational work of Angelika Kratzer, recently revised and collected in (Kratzer 2012). Kratzer’s work has been central to natural language semantics, and its significance for philosophical work is still being appreciated. The question of whether it is correct as an account of the semantics of agentive modality is an open one: important challenges include (Hackl 1998) and, more recently, (Mandelkern, Schultheis, and Boylan, 2017), (Schwarz 2020), and (Willer forthcoming). The Kratzer semantics, and a view of ability on which that semantics plays a foundational role, will be considered in some detail in Section 4. The more methodological point being made here is that any adequate account of ability ought to provide an account of ability-ascriptions, and as such may want to reckon with this ongoing debate in the semantics of modal expressions."
234,234,Abilities,3. Hypothetical theories of ability,,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The bulk of theories of ability that have been defended in the historical and contemporary literature have been what we might call hypothetical theories. On such views, to have an ability is for it to be the case that one would act in certain ways if one were to have certain volitions. One arrives at different theories depending on how one understands the volitions in question and how exactly these actions would hypothetically depend on them, but nonetheless these views constitute something like a unified family. Given their prominence and unity, it is natural to begin our survey of theories of ability with them."
235,235,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The most prominent hypothetical theory of ability is what has come to be called the ‘conditional analysis’. In this section, we will survey that form of analysis, the problems for it, and alternatives to it that are supposed to overcome those problems."
236,236,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The conditional analysis of ability has at least two aspects. First, S has an ability to A just in case a certain conditional is true of her. Second, that conditional has the following form: S would A if S were to have a certain volition. The precise form such an analysis will take will depend on, first, how we interpret this conditional and, second, which volition figures in the antecedent."
237,237,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," It has been standard in the literature, when this first question has been raised, to understand the conditional as a subjunctive conditional (Ginet 1980), and we will assume in what follows that this is the best form of the conditional analysis. There has been some disagreement about whether it is a might or a would conditional that is relevant (for an account of this distinction, see Lewis 1973, 21–24), as well as about which volition is relevant. In the following, we will take the relevant conditional to be a would conditional, and the relevant volition to be trying, though nothing will hang on these selections, and the points to be raised would apply also to other forms of conditional analysis, mutatis mutandis."
238,238,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", We thus arrive at the following form of the conditional analysis:
239,239,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", (CA) S has the ability to A iff S would A if S tried to A. 
240,240,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," If (CA) were true, it would constitute a theory of ability in that it would say under exactly what conditions some agent has the ability to perform some action without making reference to the idea of ability itself. (Note that a variant on (CA) that is sometimes discussed, according to which S has the ability to A iff S could A if S tried to A, would not meet this standard, since the ‘could’ seems to make a claim about S’s abilities. So such a view is not really a conditional analysis. Indeed, it is not even clear that it involves a genuine conditional, for reasons discussed in Austin 1970 (211–213)."
241,241,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The conditional analysis so understood has been subject to a fair amount of criticism, which will be reviewed in the following section. It bears noting, however, just how apt an account of ability it seems at first pass. It satisfies, at least at first approximation, the extensional constraints: there are many actions with respect to which a typical agent satisfies the relevant conditional, and also many actions with respect to which she does not, and these roughly correspond to her abilities. This imposes a demand even on those who wish to reject (CA), namely to explain why, if (CA) is simply false, it so closely approximates to the truth about abilities."
242,242,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,7,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Its approximate satisfaction of the extensional constraints is also plausibly a reason why something like (CA) has found so many thoughtful advocates. It is at least strongly suggested, for example, by the following remarks from Hume’s Enquiry:"
243,243,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,8,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," For what is meant by liberty, when applied to voluntary actions? We cannot surely mean that actions have so little connexion with motives, inclinations, and circumstances, that one does not follow with a certain degree of uniformity from the other, and that one affords no inference by which we can conclude the existence of the other. For these are plain and acknowledged matters of fact. By liberty, then, we can only mean a power of acting or not acting, according to the determinations of the will; this is, if we choose to remain at rest, we may; if we choose to move, we also may. Now this hypothetical liberty is universally allowed to belong to every one who is not a prisoner and in chains. (8.1; Hume 1748, 72) "
244,244,Abilities,3. Hypothetical theories of ability,3.1 The conditional analysis,9,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Of course, Hume and many of those who have followed him have been attempting to do something rather more than to offer a theory of ability. Hume’s intent was to show that disputes over ‘question of liberty and necessity, the most contentious question of metaphysics’ have been ‘merely verbal’ (8.1; Hume 1748, 72). Whatever we may think of this striking claim, however, there is a dialectical gap between it and the alleged truth of (CA). To anticipate a theme that will be central in what follows, we must be careful to distinguish between, on the one hand, the adequacy of various views of ability and, on the other, the more contentious metaphysical questions about freedom to which they are doubtlessly related. It is the former that will be our concern in this section."
245,245,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," (CA) says that satisfying a certain conditional is both sufficient and necessary for having a certain ability. There are two kinds of counterexamples that may be brought against (CA): counterexamples to its sufficiency, and to its necessity. Let us take these in turn."
246,246,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Counterexamples to the sufficiency of (CA) have been most prominent in the literature. Informally, they are suggested by the question: ‘but could S try to A?’ There are a variety of ways of translating this rhetorical question into a counterexample. We may distinguish two: global counterexamples, according to which (CA) might always get the facts about ability wrong, and local counterexamples, according to which (CA) might sometimes get the facts about ability wrong."
247,247,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Begin with global counterexamples. Let us say that determinism is true at our world. Familiar arguments purport to show that, if this is the case, then no one has the ability to do anything, except perhaps for what she actually does (for several developments of such an argument, see van Inwagen 1983, 55–105). But if (CA) is true, then agents would have the ability to perform various actions that they do not actually perform. For it is plausible that the conditionals in terms of which (CA) analyzes ability would still be true in a deterministic world. But then, since it makes false predictions about such a world, which for all we know may be our own, (CA) is false."
248,248,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The difficulties involved in this sort of counterexample are clear. The proponent of (CA) will reject the arguments for the incompatibility of ability and determinism as unsound. Indeed, it is precisely her thought that such arguments are unsound that has typically led her to take ability to be analyzed in terms like those of (CA). So global counterexamples, while they may be successful, are dialectically ineffective relative to the range of questions that are at issue in the debates over ability."
249,249,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," It seems, however, that we can show that (CA) is false even relative to premises that are shared between various disputants in the free will debates. This is what is shown by local counterexamples to (CA). One such example is given by Keith Lehrer:"
250,250,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Suppose that I am offered a bowl of candy and in the bowl are small round red sugar balls. I do not choose to take one of the red sugar balls because I have a pathological aversion to such candy. (Perhaps they remind me of drops of blood and … ) It is logically consistent to suppose that if I had chosen to take the red sugar ball, I would have taken one, but, not so choosing, I am utterly unable to touch one. (Lehrer 1968, 32) "
251,251,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Such an example shows that (CA) is false without assuming anything contentious in debates over freedom. It turns rather on a simple point: that psychological shortcomings, just as much as external impediments, may undermine abilities. (CA), which does not recognize this point, is therefore subject to counterexamples where such psychological shortcomings become relevant. We may, if we like, distinguish ‘psychological’ from ‘non-psychological’ ability, and claim that (CA) correctly accounts for the latter (this sort of strategy is suggested, for example, by Albritton 1985). But our ordinary notion of ability, that of which we are attempting to give a theory, seems to involve both psychological and non-psychological requirements. And if that is correct, then Lehrer’s example succeeds as a counterexample to (CA) as a theory of our ordinary notion of ability."
252,252,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,7,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Counterexamples to the necessity of (CA) have been less frequently discussed (though see Wolf 1990), but they also raise important issues about ability. Consider a case where a good golfer misses an easy putt. Given that this golfer tried to make the putt and failed to, it is false that she would have made the putt if she had tried to; after all, she did try it and did not make it. (This thought is vindicated by standard views of subjunctive conditionals; see Bennett 2003, 239). But, as a good golfer, she presumably had the ability to make the putt. So this seems to be a case where one can have an ability without satisfying the relevant conditional, and hence a counterexample to the necessity of (CA)."
253,253,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,8,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Here the defender of (CA) might avail herself of the distinction between specific and general abilities. (CA), she might say, is an account of what it is to have a specific ability: that is, to actually be in a position to perform an action. The golfer does lack this ability in this case, as (CA) correctly predicts. It is nonetheless true that the golfer has the general ability to sink putts like this. But (CA) does not purport to be an analysis of general ability, and as such is compatible with the golfer having that sort of ability. Again, the plausibility of this response will hang on the viability of the distinction between specific and general abilities."
254,254,Abilities,3. Hypothetical theories of ability,3.2 Problems for the conditional analysis,9,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," We have seen that (CA) faces serious problems, especially as a sufficient condition for ability, even once we set to one side contentious claims about freedom and determinism. If this is correct, then (CA) must either be modified or rejected outright. Let us first consider the prospects for modification."
255,255,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", The guiding idea of hypothetical accounts is that abilities are to be defined in terms of what someone would do were he in certain psychological conditions. There are a number of ways of developing this idea that do not fit into the form of (CA). At least two such proposals deserve attention here.
256,256,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Donald Davidson takes concerns about the sufficiency of (CA), especially as developed in Chisholm 1964, to tell decisively against it. More specifically, he takes the lesson of this problem to be is that:"
257,257,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The antecedent of a causal conditional that attempts to analyze ‘can’ or ‘could’ or ‘free to’ must not contain, as its dominant verb, a verb of action, or any verb which makes sense of the question, Can someone do it? (Davidson 1980, 68) "
258,258,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", Davidson suggests that we may overcome this difficulty at least by endorsing:
259,259,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," A can do x intentionally (under the description d) means that if A has desires and beliefs that rationalize x (under d), then A does x. (Davidson 1980, 68) "
260,260,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Davidson proceeds to consider a number of further problems for this proposal and for the causal theory of action generally, but he takes it to suffice at least to overcome standard objections to the sufficiency of (CA)."
261,261,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," The trouble is that it is not at all clear it does so. For these objections did not essentially depend on a verb of action figuring in the antecedent of the analyzing conditional. Consider Lehrer’s case again. It seems true that if Lehrer’s imagined agent has desires and beliefs that rationalized that action under the description ‘eating a red candy’—namely, adopting the analysis of Davidson 1963, a desire for a red candy and a belief that this action is a way of eating a red candy—she would eat a red candy. But the trouble is precisely that, in virtue of her psychological disability, she is incapable of having this desire, and so cannot perform this action intentionally. For this reason it does not seem that Davidson’s proposal successfully overcomes the sufficiency problem, at least not on Lehrer’s way of developing that problem."
262,262,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,7,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," A second and rather different approach to modifying (CA) has been taken in recent work by Christopher Peacocke. Peacocke accepts that (CA) is insufficient in light of counterexamples like Lehrer’s. But he argues that we might supplement (CA) in order to overcome these difficulties. In the terms of the present discussion, Peacocke’s proposal is: S has the ability to A just in case: (i) (CA) is true of S and (ii) the possibility in which S tries to A is a ‘close’ one. The closeness of a possibility as it figures in (ii) is to be understood, at first pass, in terms of what we can reasonably rely on: a possibility is a distant one just in case we can reasonably rely on it not obtaining; otherwise it is a close one (Peacocke 1999, 310). To modify one of Peacocke’s examples, the possibility of toxic fumes being released into a train car that is safely insulated is a distant one; on the other hand, the possibility of toxic fumes being released into a train car where they just happen to be blocked by a fortuitous arrangement of luggage is a close one."
263,263,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,8,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Peacocke’s thought is that this suffices to overcome the sufficiency objection: though Lehrer’s agent satisfies (i), she does not satisfy (ii): given the facts about his psychology, the possibility that he tries to A is not a close one. The trouble, however, is that Peacocke’s proposal is subject to modified versions of Lehrer’s counterexample. Consider an agent whose aversion to red candies is not a permanent feature of her psychology, but an unpredictable and temporary ‘mood’. Consider the agent at some time when she is in her aversive mood. This agent satisfies (i), for the same reason as above, and she also satisfies (ii): given the fragility of her mood, the possibility of her trying is a close one in the relevant sense. Yet such an agent lacks the ability to eat a red candy, in precisely the same way as she does in Lehrer’s original example."
264,264,Abilities,3. Hypothetical theories of ability,3.3 The conditional analysis: some variations,9,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," It is an interesting question how we might develop other ‘supplementation’ strategies for (CA) (such strategies are also suggested by Ginet 1980), though the track record of this method of analysis in other domains (for instance, the project of ‘supplementing’ the analysis of knowledge in terms of justified true belief, in response to (Gettier 1963)) does not inspire confidence."
265,265,Abilities,4. Modal theories of ability,,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," There is a surprising disconnect between the way abilities have been discussed in the philosophical literature in the tradition of Hume and the way that they have been approached in more recent work in logic and linguistics. Here, ability claims are understood as categorical possibility claims: claims about what some agent does in some non-actual state of affairs (or ‘possible world’). Let a modal theory of ability be any theory on which claims about an agent’s abilities are understood in terms of claims about what that agent in fact does at some possible world (or set of worlds). The idea that some such modal theory of ability must be true is a presumption of much formal work on ability and ability-ascriptions. Yet there are serious challenges to the idea that ability is in this sense a modality."
266,266,Abilities,4. Modal theories of ability,4.1 The modal analysis,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Intuitively, claims about ability are claims about possibility. It is in some sense a truism that someone is able to perform some act just in case it is possible for her to perform it."
267,267,Abilities,4. Modal theories of ability,4.1 The modal analysis,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," To develop this purported truism, begin with the thought that for S to have an ability to A it is necessary, but not sufficient, that it be possible that S does A. This claim will be contentious for various more specialized sorts of possibility, such as nomic possibility. But if we may help ourselves to the idea of possibility simpliciter (‘metaphysical possibility,’ on at least one reading of that phrase), then this claim appears plausible. (We will survey some historical and contemporary challenges to it below in Section 4.2.) On the other hand it seems implausible that this sort of possibility is a sufficient condition: there are any number of acts that that are metaphysically possible to perform that an agent might nonetheless not be able to perform."
268,268,Abilities,4. Modal theories of ability,4.1 The modal analysis,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," This suggests a natural hypothesis. To have an ability is for it to be possible to A in some restricted sense of possibility. As nomic possibility is possibility relative to the laws of nature, and epistemic possibility is possibility relative to what an agent knows, so may ability be possibility relative to some independently specifiable set of conditions."
269,269,Abilities,4. Modal theories of ability,4.1 The modal analysis,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," To render this hypothesis precisely, we may help ourselves to the formal framework of ‘possible worlds,’ which offers an elegant and powerful semantics for modal language. On this framework, a proposition is possible just in case it is true at some possible world. We can then say an agent is able to A just in case she performs that act at some world (or set of worlds) that satisfy some independently specifiable set of conditions."
270,270,Abilities,4. Modal theories of ability,4.1 The modal analysis,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", We thus arrive at the modal analysis of ability:
271,271,Abilities,4. Modal theories of ability,4.1 The modal analysis,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", (MA) S has the ability to A iff S does A at some world (or set of worlds) satisfying condition C. 
272,272,Abilities,4. Modal theories of ability,4.1 The modal analysis,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," (MA) is actually not itself an analysis but rather a template for a general family of analyses. Different members of this family will be distinguished by the different candidates they might propose for C, as well as whether they quantify over individual worlds or sets of worlds. Nonetheless, these analyses demonstrate sufficient theoretical unity that they may be viewed, at an appropriate level of abstraction, as a single approach to the analysis of ability."
273,273,Abilities,4. Modal theories of ability,4.1 The modal analysis,7,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Two points about (MA) bear noting. First, ‘modal’ here is being used in a relatively strict and narrow way. Sometimes ‘modal’ is used loosely to describe phenomena that are connected to possibility (and necessity) in some way or other. As noted above, it is a truism that there is some connection between ability and necessity, and so that ability is in this loose sense ‘modal.’ The proponent of (MA) is concerned with modality in a stricter sense: she proposes that ability may be analyzed in terms of the precise framework of propositions and possible worlds just adumbrated. The opponent of (MA), in turn, grants that ability has something to do with possibility but denies that any such analysis succeeds."
274,274,Abilities,4. Modal theories of ability,4.1 The modal analysis,8,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Second, while (MA) has been presented as an alternative to (CA), (CA) is arguably just one particular version of (MA). For, as noted above, (CA) appeals to a subjunctive conditional, and the standard semantics for the subjunctive conditional (developed in slightly different ways in Stalnaker 1968 and Lewis 1973) is told in terms of quantification over possible worlds. Specifically (on Stalnaker’s version) a subjunctive conditional is true just in case its consequent is true at the world where its antecedent is true that is otherwise maximally similar to the actual world. In these terms, (CA) is roughly equivalent to the following:"
275,275,Abilities,4. Modal theories of ability,4.1 The modal analysis,9,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", (CAmodal) S has the ability to A iff S does A at a world at which S tries to A that is otherwise maximally similar to the actual world. 
276,276,Abilities,4. Modal theories of ability,4.1 The modal analysis,10,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," This is patently a version of (MA), with ‘S tries to A and is otherwise maximally similar to the actual world’ serving as condition C."
277,277,Abilities,4. Modal theories of ability,4.1 The modal analysis,11,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," If this is correct, then most discussions of the analysis on ability in the twentieth century have focused on a special and somewhat idiosyncratic case of a much broader program of analysis, namely the program of giving a modal analysis of ability. The considerations brought forth in the remainder of this section, in contrast, are concerned with the general case."
278,278,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,0,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," There are two questions that might be raised for this proposal about ability. First, does ability indeed admit of some kind of modal analysis? Second, if it does, how exactly are we to spell out the details of that analysis — in particular, how are we to articulate condition C? Let us begin with the first, more basic, question."
279,279,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,1,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," According to (MA), performing an act at some possible world (or set of worlds) is both necessary and sufficient for having the ability to perform that act. One way of challenging this claim is to deny the necessity claim: that is, to argue that it is sometimes the case that an agent is able to perform an act that she does not perform at any possible world."
280,280,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,2,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," This is an argument that has in fact been made by several authors. Descartes, for one, appears to have argued that God is such an agent (Curley 1984). A genuinely omnipotent being, one might argue, should be able to perform any act whatsoever, even the impossible ones. This view of omnipotence is contentious, but it is not clear that it should be ruled out formally, by the very analysis of ability, as (MA) does. Spencer (2017) argues that even non-omnipotent agents may sometimes have the ability to perform acts that they do not perform at any possible world."
281,281,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,3,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Let us grant, however, that the possibility of performing an act is a necessary condition for performing that act, and that in this sense an attribution of ability entails a possibility claim. One might nonetheless resist the view that ability admits of a modal analysis in the manner suggested by (MA)."
282,282,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,4,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," That is the kind of argument developed in a prescient discussion by Anthony Kenny (Kenny 1975; the presentation of Kenny here is indebted to the discussion in Brown 1988). Kenny argues that, if something like (MA) is indeed true, then ability should obey the principles that govern the possibility operator in standard modal logics. Kenny claims that ability fails to satisfy the following two principles:"
283,283,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,5,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", (1) \(A \to \Diamond A.\) 
284,284,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,6,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Informally, (1) expresses the principle that if an agent performs an action, then she has the ability to perform this action. This is, Kenny argues, false of ability."
285,285,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,7,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020", (2) \(\Diamond(A \lor B) \to (\Diamond A \lor \Diamond B).\) 
286,286,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,8,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Informally, (2) expresses the principle that if an agent has the ability to perform one of two actions, then she has the ability to perform either the first action or the second action. This is, Kenny argues, false of ability."
287,287,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,9,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," Let us begin with (1). Kenny claims that this principle is false in light of cases like the following: ‘A hopeless darts player may, once in a lifetime, hit the bull, but be unable to repeat the performance because he does not have the ability to hit the bull’ (Kenny 1975, 136). This kind of ‘fluky success’ has been extensively discussed in the philosophical literature — perhaps most famously in Austin (1956) — in order to make a variety of points. Kenny’s insight is to observe that these simple cases tell against the modal analysis of ability, as they violate an axiom of many modal logics, namely any system as strong as the system T."
288,288,Abilities,4. Modal theories of ability,4.2 The modal analysis: logical considerations,10,abilities,"First published Tue Jan 26, 2010; substantive revision Thu Oct 8, 2020"," A simple response to this point is to deny that T (or any stronger logic) is the correct logic for ability. To deny this is still to allow for a treatment of ability within the framework of possible worlds. Notably, the modal logic K is one that fails to validate (1). A natural response to Kenny’s first point, then, is to say that K, rather than T or some stronger system, is the correct modal logic of ability."
